1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_metadata_blank	2_metadata_blank
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	49	49	5	5	3062	1617	470	197	0.9999999999999998	1.0	0.1534944480731548	0.12183055040197899	-0.15621246329656338	-0.09999999999999983	0.0020824656	0.13674908808617492	0.1285236676892692	0.23754756785413209	0.12605616678025075	0.48502926300000193	0.21332072766736382	0.0537634409	0.7505732865391269	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_2_1_top49.clonotypes.IGHM	49	49	3	3	3062	2391	231	122	0.9999999999999998	1.0	0.07544088830829523	0.051024675867837724	0.8864349247894311	1.0	0.0012494794	0.06204310496028155	0.06181451003228797	0.2156163749632419	0.13460829300714466	0.40323042571748013	0.2514765989436181	0.0315789474	0.9126181162530228	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_2_2_top49.clonotypes.IGHM	49	49	4	4	3062	1408	430	174	0.9999999999999998	0.9999999999999999	0.1404310907903331	0.12357954545454544	0.1323599281606737	0.8	0.0016659725	0.13173613918570473	0.12426916008773212	0.2283725604179626	0.12445180508901325	0.45504372364673734	0.16760149176118977	0.0425531915	0.7776754843832063	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_3_1_top49.clonotypes.IGHM	49	49	7	7	3062	2079	551	325	0.9999999999999998	0.9999999999999999	0.17994774657086873	0.15632515632515634	0.6614327602841913	-0.0	0.0029154519	0.16772107683010704	0.16249244333053336	0.21839667923827377	0.12486587417517514	0.4336295445560249	0.19613657893694272	0.0769230769	0.8872441841111455	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_3_2_top49.clonotypes.IGHM	49	49	2	2	3062	1200	270	81	0.9999999999999998	1.0	0.08817766165904638	0.0675	0.0	0.0	8.329863E-4	0.07714915529016264	0.07534636058779257	0.3168464648464606	0.17546087850945202	0.502238180125639	0.23119247773607593	0.0208333333	0.8701907137373105	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_2_1_top49.clonotypes.IGHM	49	49	2	2	3062	2595	164	109	0.9999999999999998	1.0000000000000002	0.05355976485956891	0.04200385356454721	0.0	0.0	8.329863E-4	0.04743117666801988	0.04592570564168945	0.18869746829694126	0.11917609667702518	0.43882346258712757	0.3988242062970086	0.0208333333	0.8476100200969793	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_2_2_top49.clonotypes.IGHM	49	49	3	3	3062	1792	212	38	0.9999999999999998	1.0000000000000004	0.06923579359895493	0.02120535714285714	-0.8390830440096267	-1.0	0.0012494794	0.03831670302015795	0.03320837209936675	0.20082688116332026	0.12187003436064339	0.4479995422909084	0.4220482258646518	0.0315789474	0.35361437950222213	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_3_2_top49.clonotypes.IGHM	49	49	1	1	3062	1522	117	21	0.9999999999999998	0.9999999999999999	0.03821032005225343	0.013797634691195795	0.0	0.0	4.164931E-4	0.022961098351661366	0.022961098351661366	0.2442800399175421	0.144182528201273	0.4289100435971443	0.30444136510043013	0.0103092784	0.638888741197838	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_PBMC_bulk_1_1_1_top49.clonotypes.IGHM	49	49	1	1	3062	14132	42	13	0.9999999999999998	1.0	0.013716525146962769	9.198981035946788E-4	0.0	0.0	4.164931E-4	0.003552155045968542	0.003552155045968542	0.496507634465066	0.28236760110757575	0.5912615673781241	0.40679483295341196	0.0103092784	0.1335293285337904	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_PBMC_bulk_1_1_2_top49.clonotypes.IGHM	49	49	1	1	3062	8395	42	66	0.9999999999999998	1.0000000000000002	0.013716525146962769	0.007861822513400833	0.0	0.0	4.164931E-4	0.01038445406393714	0.01038445406393714	0.4242283191227885	0.25041160436548465	0.5690497653691816	0.36052018763132454	0.0103092784	0.8628631224409358	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_1_1_top49.clonotypes.IGHM	49	49	0	0	3062	228	0	0	0.9999999999999998	1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46642933174523216	0.27509114867930423	0.7007986508404029	0.44145708720288485	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_1_2_top49.clonotypes.IGHM	49	49	1	1	3062	680	40	7	0.9999999999999998	0.999999999999999	0.013063357282821686	0.010294117647058823	0.0	0.0	4.164931E-4	0.01159636739392682	0.01159636739392682	0.49261584176117795	0.2673950615747862	0.6849635919155507	0.4918139522999268	0.0103092784	0.9722771900822845	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_2_1_top49.clonotypes.IGHM	49	49	0	0	3062	556	0	0	0.9999999999999998	1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3944802889761558	0.23216062019780398	0.692528524643499	0.4899401487536308	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_2_2_top49.clonotypes.IGHM	49	49	0	0	3062	412	0	0	0.9999999999999998	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49048414554939734	0.32141621741298004	0.6969816684725905	0.4506097245466498	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_1_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_3_1_top49.clonotypes.IGHM	49	49	0	0	3062	57	0	0	0.9999999999999998	1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5835213617419256	0.33273268121856764	0.7113223530695818	0.5932420414662285	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_2_1_top49.clonotypes.IGHM	49	49	3	3	1617	2391	150	129	1.0	1.0	0.0927643784786642	0.053952321204516936	-0.002395637396099435	0.5	0.0012494794	0.07074498953295752	0.06959930780984638	0.24795627113974067	0.13721014380579302	0.5148787581472403	0.12670543969440112	0.0315789474	0.8047428244414667	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_2_2_top49.clonotypes.IGHM	49	49	3	3	1617	1408	140	155	1.0	0.9999999999999999	0.08658008658008659	0.11008522727272727	-0.056476901647084736	-0.5	0.0012494794	0.09762780602093461	0.09081441239904833	0.24369501474585167	0.13993474073880713	0.5477594816619303	0.11108177103479772	0.0315789474	0.7384745114910324	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_3_1_top49.clonotypes.IGHM	49	49	9	9	1617	2079	357	495	1.0	0.9999999999999999	0.22077922077922077	0.2380952380952381	-0.47484589402236277	-0.5166666666666666	0.0037484382	0.22927381258641316	0.206058844365789	0.24997806509506168	0.14201586076505646	0.41570340075018425	0.0800789556740686	0.1011235955	0.6420850401081921	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_LN_bulk_1_3_2_top49.clonotypes.IGHM	49	49	4	4	1617	1200	154	141	1.0	1.0	0.09523809523809523	0.11750000000000002	-0.08502686379899074	-0.39999999999999997	0.0016659725	0.10578504710249077	0.09962845827994715	0.2707060609778677	0.14896440184304605	0.4913092595516159	0.17311912479980274	0.0425531915	0.8208369478518829	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_2_1_top49.clonotypes.IGHM	49	49	1	1	1617	2595	129	58	1.0	1.0000000000000002	0.07977736549165121	0.022350674373795763	0.0	0.0	4.164931E-4	0.042226507296995175	0.042226507296995175	0.33196056526235596	0.20044270052021237	0.5047165510680379	0.15552004714989912	0.0103092784	0.5195463096699426	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_2_2_top49.clonotypes.IGHM	49	49	1	1	1617	1792	17	14	1.0	1.0000000000000004	0.010513296227581941	0.0078125	0.0	0.0	4.164931E-4	0.009062843195045576	0.009062843195045576	0.1863220930489925	0.1246931960987724	0.4162251928705622	0.22898342782523792	0.0103092784	0.9574836404108215	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_norm_bulk_1_3_2_top49.clonotypes.IGHM	49	49	1	1	1617	1522	17	16	1.0	0.9999999999999999	0.010513296227581941	0.010512483574244415	0.0	0.0	4.164931E-4	0.010512889893060848	0.010512889893060848	0.244054838563708	0.1415744497101537	0.6011965847900691	0.210631545499458	0.0103092784	0.999999997012304	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_PBMC_bulk_1_1_1_top49.clonotypes.IGHM	49	49	0	0	1617	14132	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39297028247103694	0.2161627011727784	0.702285767735885	0.4026329678211005	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_PBMC_bulk_1_1_2_top49.clonotypes.IGHM	49	49	0	0	1617	8395	0	0	1.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20494262546686337	0.12793400409300146	0.5018497134569194	0.26011241855164846	0.0	NaN	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_1_1_top49.clonotypes.IGHM	49	49	1	1	1617	228	23	6	1.0	1.0000000000000009	0.01422387136672851	0.02631578947368421	0.0	0.0	4.164931E-4	0.01934715494297785	0.01934715494297785	0.49309223077485326	0.3045164181004011	0.797787381282531	0.23914432257758822	0.0103092784	0.8366025220766805	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_1_2_top49.clonotypes.IGHM	49	49	2	2	1617	680	49	12	1.0	0.999999999999999	0.030303030303030304	0.01764705882352941	0.0	0.0	8.329863E-4	0.023124864503144014	0.023092279648650613	0.4822955005005096	0.26697715190944643	0.7669158614843822	0.31716156901703335	0.0208333333	0.8700638384461186	.	.
lun_lcp3_LN_bulk_1_1_2_top49.clonotypes.IGHM	lun_lcp3_tum_bulk_1_2_1_top49.clonotypes.IGHM	49	49	1	1	1617	556	23	28	1.0	1.0000000000000007	0.01422387136672851	0.050359712230215826	0.0	0.0	4.164931E-4	0.026763969601463353	0.026763969601463353	0.42180892067465453	0.2576921351558786	0.7137572568674294	0.20469236568801605	0.0103092784	0.5231559043019701	.	.
