1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_metadata_blank	2_metadata_blank
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_PBMC_bulk_1_1_2_top210.clonotypes.IGH	210	210	37	37	9468	9628	1995	2651	0.9999999999999992	0.9999999999999989	0.21070975918884666	0.27534275031159117	0.5243096777428906	0.2361144227509572	8.390023E-4	0.24086802322547946	0.23121659475360473	0.1252140071824209	0.0629015781104237	0.22594020599212622	0.02584807243314915	0.0966057441	0.828083550925101	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_2_1_top210.clonotypes.IGH	210	210	1	1	9468	4703	62	6	0.9999999999999992	1.0000000000000009	0.00654837346852556	0.0012757814161173718	0.0	0.0	2.26757E-5	0.0028903794174711672	0.0028903794174711672	0.24328640252594239	0.12840551922175403	0.4071837430306825	0.08879700028778861	0.0023866348	0.3753995021027658	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_2_2_top210.clonotypes.IGH	210	210	1	1	9468	3346	62	11	0.9999999999999992	0.9999999999999983	0.00654837346852556	0.00328750747160789	0.0	0.0	2.26757E-5	0.004639808908204804	0.004639808908204804	0.24708515211951035	0.1311544320802479	0.44658377149120054	0.07838990819777002	0.0023866348	0.8019470140212513	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_4_1_top210.clonotypes.IGH	210	210	5	5	9468	9145	379	251	0.9999999999999992	0.9999999999999993	0.04002957329953528	0.027446692181519957	-0.6529492339109791	-0.4999999999999999	1.133787E-4	0.03314633277619011	0.028965813108722628	0.10146301555972033	0.05589781355218943	0.272425552703285	0.050655205248457784	0.0120481928	0.5274659320875276	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_4_2_top210.clonotypes.IGH	210	210	4	4	9468	5790	146	92	0.9999999999999992	1.0000000000000007	0.015420363329108577	0.015889464594127805	-0.2535733112617751	0.39999999999999997	9.07029E-5	0.01565315677895221	0.01530512434109191	0.1521155801901349	0.08278214791113007	0.3119125402176803	0.06019931525922748	0.0096153846	0.9070180924726379	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_5_1_top210.clonotypes.IGH	210	210	0	0	9468	1140	0	0	0.9999999999999992	1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25854270383873984	0.14711887215413263	0.398804042612673	0.11735277753651036	0.0	NaN	.	.
col_ccp5_PBMC_bulk_1_1_1_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_5_2_top210.clonotypes.IGH	210	210	0	0	9468	1588	0	0	0.9999999999999992	0.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27476849142284243	0.15761114637015558	0.4388722543067518	0.14881415697065825	0.0	NaN	.	.
col_ccp5_PBMC_bulk_1_1_2_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_2_1_top210.clonotypes.IGH	210	210	1	1	9628	4703	76	6	0.9999999999999989	1.0000000000000009	0.007893643539675945	0.0012757814161173718	0.0	0.0	2.26757E-5	0.0031734151530131574	0.0031734151530131574	0.24316373317841158	0.12833997101586211	0.4389996027486718	0.1014396089770617	0.0023866348	0.315014093549947	.	.
col_ccp5_PBMC_bulk_1_1_2_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_2_2_top210.clonotypes.IGH	210	210	2	2	9628	3346	102	15	0.9999999999999989	0.9999999999999983	0.0105941005400914	0.004482964734010759	0.0	0.0	4.53515E-5	0.00689151500831233	0.006890896455386658	0.26578090203054133	0.1415286252324986	0.47569622822764	0.0815910557419466	0.004784689	0.7130763762616721	.	.
col_ccp5_PBMC_bulk_1_1_2_top210.clonotypes.IGH	col_ccp5_tum_bulk_1_4_1_top210.clonotypes.IGH	210	210	2	2	9628	9145	164	125	0.9999999999999989	0.9999999999999993	0.01703365184877441	0.01366867140513942	0.0	0.0	4.53515E-5	0.01525868244477363	0.013796757984647178	0.09772071675874244	0.055052566438585346	0.2843274404376169	0.031167925270722176	0.004784689	0.7075065154628147	.	.
