1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_metadata_blank	2_metadata_blank
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_LN_bulk_1_1_2_top412.clonotypes.IGHG	412	412	259	259	6219	5937	5727	5499	1.000000000000003	0.9999999999999986	0.9208876025084425	0.9262253663466392	0.9894905819322019	0.8260817898662384	0.0015258271	0.9235526281687798	0.9120056651741965	0.04139528787692643	0.020724509357358617	0.07523485223989987	0.0012314597102592053	0.4584070796	0.9911667601494739	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_PBMC_bulk_1_1_1_top412.clonotypes.IGHG	412	412	6	6	6219	6531	343	345	1.000000000000003	0.9999999999999964	0.05515356166586268	0.05282498851630684	0.9637565955996465	0.3946648814672956	3.53473E-5	0.053976719626452084	0.04893903456113571	0.281547244520739	0.15152252509508915	0.4954920470969634	0.10950937675912961	0.0073349633	0.9720245096609389	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_PBMC_bulk_1_1_2_top412.clonotypes.IGHG	412	412	9	9	6219	29478	367	998	1.000000000000003	0.9999999999999968	0.059012703006914295	0.03385575683560621	0.9156603952287307	0.504201680672269	5.3021E-5	0.04469809529738306	0.04117551075419061	0.33915665542455475	0.17762542817791413	0.4992998281061809	0.10980706076077437	0.0110429448	0.7240422408712902	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_1_1_top412.clonotypes.IGHG	412	412	149	149	6219	12340	3871	10300	1.000000000000003	0.9999999999999941	0.6224473388004506	0.8346839546191246	0.17915870359603323	0.3549185020367527	8.777924E-4	0.7207959532989279	0.5048439309672932	0.15233880547708767	0.09813384383516781	0.2538976078531554	0.10476200193782703	0.2207407407	0.3013729655903983	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_1_2_top412.clonotypes.IGHG	412	412	141	141	6219	8140	4053	6674	1.000000000000003	0.9999999999999927	0.6517124939700919	0.8199017199017197	0.14095682766136725	0.29772433385415353	8.306626E-4	0.730985769141587	0.4986978680744014	0.1642852981807871	0.10611523096827878	0.24255750231775736	0.10787076693907936	0.2064421669	0.27947355209795205	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_2_1_top412.clonotypes.IGHG	412	412	138	138	6219	5070	3927	4398	1.000000000000003	0.9999999999999936	0.631452001929571	0.8674556213017749	0.09148495762451185	0.20455322291598424	8.12989E-4	0.7401057955833514	0.4712296682264307	0.1979160141525151	0.11657429199983323	0.28989599924871307	0.1512638239173521	0.2011661808	0.1988078359840035	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_2_2_top412.clonotypes.IGHG	412	412	130	130	6219	4689	3843	4049	1.000000000000003	1.0000000000000062	0.6179450072358904	0.8635103433567923	0.06356889473448715	0.26414382072298814	7.658592E-4	0.7304805989031327	0.4514214280533072	0.1993226436601831	0.11835135694794974	0.2871427176990519	0.15253488764689976	0.1873198847	0.17889427722502407	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_3_1_top412.clonotypes.IGHG	412	412	148	148	6219	7268	4063	5730	1.000000000000003	1.0000000000000007	0.6533204695288632	0.788387451843698	0.11636563765293705	0.3403578800143228	8.719012E-4	0.7176835376467742	0.5013604996930111	0.1729833253825613	0.09594959110064741	0.25681926653585685	0.06207373523241229	0.2189349112	0.24155667440698195	.	.
mel_mp3_LN_bulk_1_1_1_top412.clonotypes.IGHG	mel_mp3_tum_bulk_1_3_2_top412.clonotypes.IGHG	412	412	154	154	6219	6170	4026	4925	1.000000000000003	0.9999999999999962	0.6473709599614088	0.7982171799027546	0.1488799929985595	0.45152160960156157	9.072486E-4	0.7188481216580695	0.5166265500246578	0.17877494071090283	0.09993033298522458	0.26319278778049493	0.05874104015448015	0.2298507463	0.2634037197838504	.	.
mel_mp3_LN_bulk_1_1_2_top412.clonotypes.IGHG	mel_mp3_PBMC_bulk_1_1_1_top412.clonotypes.IGHG	412	412	6	6	5937	6531	357	338	0.9999999999999986	0.9999999999999964	0.060131379484588174	0.05175317715510641	0.9636302121879359	0.3946648814672956	3.53473E-5	0.05578521251233899	0.050853519030408426	0.2280940046813733	0.1255689697323862	0.46821028119418856	0.11131572149392983	0.0073349633	0.9685990034416344	.	.
