1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_metadata_blank	2_metadata_blank
lun_lcp1_LN_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_PBMC_bulk_1_1_top94.clonotypes.IGHG	94	94	0	0	29880	910	0	0	0.9999999999999997	0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3281014494662089	0.18513440876565357	0.5638047506413306	0.2531311178483278	0.0	NaN	.	.
lun_lcp1_LN_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_PBMC_bulk_1_2_top94.clonotypes.IGHG	94	94	1	1	29880	7889	3531	9	0.9999999999999997	0.9999999999999989	0.11817269076305222	0.0011408290024084169	0.0	0.0	1.131734E-4	0.011610978981771141	0.011610978981771141	0.33166318032895953	0.18796590747669153	0.5285961781093976	0.30020332988429244	0.0053475936	0.019306028861736615	.	.
lun_lcp1_LN_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_1_top94.clonotypes.IGHG	94	94	16	16	29880	8302	12301	4763	0.9999999999999997	0.9999999999999999	0.41168005354752346	0.5737171765839557	-0.1929176740044082	-0.04562179307215707	0.0018107741	0.4859916850906164	0.24189325272714457	0.25734492979146456	0.15659497303431377	0.49650236994713026	0.1766022135301353	0.0930232558	0.09301634686379509	.	.
lun_lcp1_LN_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_2_top94.clonotypes.IGHG	94	94	13	13	29880	15974	8177	5387	0.9999999999999997	1.0000000000000002	0.273661311914324	0.33723550770001254	-0.17468095626748242	-0.28021978021978017	0.001471254	0.30378991336329547	0.13845026680662362	0.39086184700405224	0.20958677612625912	0.6049081440189165	0.27192966804663177	0.0742857143	0.057354363332917296	.	.
lun_lcp1_LN_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_3_top94.clonotypes.IGHG	94	94	6	6	29880	16606	1335	1307	0.9999999999999997	1.0000000000000004	0.04467871485943775	0.0787064916295315	-0.3725672168829826	-0.657142857142857	6.790403E-4	0.05930012560781438	0.04157372923128423	0.44422608463318414	0.30493193686431186	0.6710274359167584	0.4217314220265479	0.032967033	0.2151924268646182	.	.
lun_lcp1_PBMC_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_PBMC_bulk_1_2_top94.clonotypes.IGHG	94	94	71	71	910	7889	838	7488	0.9999999999999998	0.9999999999999989	0.9208791208791204	0.9491697300038023	0.6264155812445272	0.5595936076817332	0.0080353101	0.9349174223058279	0.8768975200757955	0.10016966438880738	0.05253470201536451	0.1466712841805937	0.02658309227665603	0.6068376068	0.8313329041161879	.	.
lun_lcp1_PBMC_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_1_top94.clonotypes.IGHG	94	94	0	0	910	8302	0	0	0.9999999999999998	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41087008993209645	0.24962182290761362	0.6336125970128726	0.32267539906746506	0.0	NaN	.	.
lun_lcp1_PBMC_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_2_top94.clonotypes.IGHG	94	94	0	0	910	15974	0	0	0.9999999999999998	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4119813416927734	0.24296858178938935	0.6722221968628359	0.23068965004036268	0.0	NaN	.	.
lun_lcp1_PBMC_bulk_1_1_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_3_top94.clonotypes.IGHG	94	94	1	1	910	16606	11	64	0.9999999999999998	1.0000000000000004	0.012087912087912088	0.003854028664338191	0.0	0.0	1.131734E-4	0.0068254787142597775	0.0068254787142597775	0.5565017984756476	0.3764371594660883	0.7569374191058295	0.3248121623337923	0.0053475936	0.5788261817202813	.	.
lun_lcp1_PBMC_bulk_1_2_top94.clonotypes.IGHG	lun_lcp1_tum_bulk_1_1_top94.clonotypes.IGHG	94	94	1	1	7889	8302	9	41	0.9999999999999989	0.9999999999999999	0.0011408290024084169	0.00493856901951337	0.0	0.0	1.131734E-4	0.002373618075398094	0.002373618075398094	0.4189027555322424	0.2506400005802951	0.6457563926721195	0.31775229445229297	0.0053475936	0.4386028325990046	.	.
